Year,Elite,Comments
01/01/2009,1,27
01/01/2009,1,3
01/01/2009,1,7
01/01/2009,1,4
01/01/2009,1,1
01/01/2009,1,7
01/01/2009,1,68
01/01/2009,1,1
01/01/2009,1,2
01/01/2009,1,4
01/01/2009,1,6
01/01/2009,1,19
01/01/2009,1,6
01/01/2009,1,2
01/01/2009,1,10
01/01/2009,1,2
01/01/2009,1,4
01/01/2009,1,1
01/01/2009,1,1
01/01/2009,1,37
12/31/2010,0,13
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,8
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,16
12/31/2010,0,8
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,14
12/31/2010,0,13
12/31/2010,0,4
12/31/2010,0,3
12/31/2010,0,35
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,18
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,102
12/31/2010,0,15
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,12
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,13
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,19
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,24
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,5
12/31/2010,0,42
12/31/2010,0,2
12/31/2010,0,7
12/31/2010,0,17
12/31/2010,0,3
12/31/2010,0,29
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,20
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,12
12/31/2010,0,15
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,33
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,10
12/31/2010,0,19
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,3
12/31/2010,0,6
12/31/2010,0,23
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,9
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,19
12/31/2010,0,9
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,23
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,50
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,12
12/31/2010,0,7
12/31/2010,0,10
12/31/2010,0,10
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,10
12/31/2010,0,11
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,7
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,16
12/31/2010,0,7
12/31/2010,0,22
12/31/2010,0,32
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,9
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,10
12/31/2010,0,2
12/31/2010,0,20
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,8
12/31/2010,0,3
12/31/2010,0,40
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,11
12/31/2010,0,3
12/31/2010,0,17
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,77
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,17
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,8
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,8
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,12
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,22
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,4
12/31/2010,0,20
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,14
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,24
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,42
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,10
12/31/2010,0,3
12/31/2010,0,13
12/31/2010,0,1
12/31/2010,0,13
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,38
12/31/2010,0,14
12/31/2010,0,31
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,8
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,4
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,20
12/31/2010,0,2
12/31/2010,0,6
12/31/2010,0,2
12/31/2010,0,15
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,15
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,12
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,16
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,13
12/31/2010,0,20
12/31/2010,0,8
12/31/2010,0,4
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,13
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,10
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,14
12/31/2010,0,6
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,23
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,289
12/31/2010,0,26
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,39
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,13
12/31/2010,0,5
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,69
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,13
12/31/2010,0,75
12/31/2010,0,7
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,7
12/31/2010,0,5
12/31/2010,0,11
12/31/2010,0,1
12/31/2010,0,31
12/31/2010,0,12
12/31/2010,0,19
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,11
12/31/2010,0,3
12/31/2010,0,44
12/31/2010,0,2
12/31/2010,0,22
12/31/2010,0,12
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,13
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,6
12/31/2010,0,3
12/31/2010,0,5
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,4
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,6
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,9
12/31/2010,0,19
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,17
12/31/2010,0,3
12/31/2010,0,25
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,5
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,10
12/31/2010,0,5
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,19
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,16
12/31/2010,0,5
12/31/2010,0,13
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,12
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,16
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,8
12/31/2010,0,1
12/31/2010,0,26
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,26
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,23
12/31/2010,0,13
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,12
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,6
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,13
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,11
12/31/2010,0,4
12/31/2010,0,12
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,8
12/31/2010,0,17
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,5
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,6
12/31/2010,0,35
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,11
12/31/2010,0,13
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,3
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,6
12/31/2010,0,25
12/31/2010,0,27
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,9
12/31/2010,0,2
12/31/2010,0,8
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,25
12/31/2010,0,11
12/31/2010,0,1
12/31/2010,0,15
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,26
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,23
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,13
12/31/2010,0,8
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,9
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,15
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,7
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,16
12/31/2010,0,1
12/31/2010,0,9
12/31/2010,0,22
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,25
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,18
12/31/2010,0,3
12/31/2010,0,19
12/31/2010,0,24
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,40
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,47
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,31
12/31/2010,0,5
12/31/2010,0,7
12/31/2010,0,27
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,24
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,9
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,22
12/31/2010,0,9
12/31/2010,0,1
12/31/2010,0,9
12/31/2010,0,4
12/31/2010,0,17
12/31/2010,0,1
12/31/2010,0,10
12/31/2010,0,15
12/31/2010,0,1
12/31/2010,0,16
12/31/2010,0,3
12/31/2010,0,5
12/31/2010,0,16
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,10
12/31/2010,0,6
12/31/2010,0,5
12/31/2010,0,11
12/31/2010,0,13
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,6
12/31/2010,0,9
12/31/2010,0,2
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,13
12/31/2010,0,4
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,103
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,5
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,4
12/31/2010,0,24
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,5
12/31/2010,0,5
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,12
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,19
12/31/2010,0,8
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,9
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,12
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,20
12/31/2010,0,6
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,25
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,14
12/31/2010,0,36
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,12
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,8
12/31/2010,0,11
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,8
12/31/2010,0,3
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,13
12/31/2010,0,2
12/31/2010,0,39
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,13
12/31/2010,0,11
12/31/2010,0,5
12/31/2010,0,2
12/31/2010,0,13
12/31/2010,0,3
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,6
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,2
12/31/2010,0,17
12/31/2010,0,2
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,6
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,19
12/31/2010,0,5
12/31/2010,0,2
12/31/2010,0,20
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,19
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,20
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,55
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,17
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,76
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,15
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,10
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,7
12/31/2010,0,3
12/31/2010,0,27
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,10
12/31/2010,0,24
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,13
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,19
12/31/2010,0,11
12/31/2010,0,2
12/31/2010,0,14
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,4
12/31/2010,0,13
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,17
12/31/2010,0,4
12/31/2010,0,8
12/31/2010,0,14
12/31/2010,0,7
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,21
12/31/2010,0,23
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,6
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,8
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,23
12/31/2010,0,1
12/31/2010,0,11
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,11
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,10
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,3
12/31/2010,0,16
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,2
12/31/2010,0,28
12/31/2010,0,2
12/31/2010,0,5
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,8
12/31/2010,0,24
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,8
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,28
12/31/2010,0,14
12/31/2010,0,6
12/31/2010,0,2
12/31/2010,0,15
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,3
12/31/2010,0,37
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,2
12/31/2010,0,8
12/31/2010,0,23
12/31/2010,0,2
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,4
12/31/2010,0,8
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,82
12/31/2010,0,11
12/31/2010,0,16
12/31/2010,0,1
12/31/2010,0,14
12/31/2010,0,3
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,12
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,14
12/31/2010,0,4
12/31/2010,0,12
12/31/2010,0,3
12/31/2010,0,17
12/31/2010,0,1
12/31/2010,0,21
12/31/2010,0,10
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,5
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,5
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,6
12/31/2010,0,3
12/31/2010,0,76
12/31/2010,0,2
12/31/2010,0,27
12/31/2010,0,24
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,12
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,19
12/31/2010,0,7
12/31/2010,0,1
12/31/2010,0,8
12/31/2010,0,1
12/31/2010,0,21
12/31/2010,0,1
12/31/2010,0,30
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,16
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,1
12/31/2010,0,1
12/31/2010,0,24
12/31/2010,0,9
12/31/2010,0,16
12/31/2010,0,8
12/31/2010,0,1
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,2
12/31/2010,0,21
12/31/2010,0,1
12/31/2010,0,3
12/31/2010,0,2
12/31/2010,0,5
12/31/2010,0,22
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,1
12/31/2010,0,5
12/31/2010,0,1
12/31/2010,0,2
12/31/2010,0,4
12/31/2010,0,8
12/31/2010,0,6
12/31/2010,0,1
12/31/2010,0,14
12/31/2010,0,2
12/31/2010,0,1
